src;dst;packetcount;src_ratio;dst_ratio;src_duration_ratio;dst_duration_ratio;TotalPacketDuration;TotalPacketLenght;src_packet_ratio;dst_packet_ratio;DioCount;DisCount;DaoCount;label
7;11;30;0.7894737124443054;1.0;0.7925084829330444;1.0;0.12509918212890625;2910;0.7894737124443054;1.0;30;0;0;0
2;11;8;0.21052631735801697;1.0;0.20749154686927795;1.0;0.03275299072265625;776;0.21052631735801697;1.0;8;0;0;0
2;11;22;1.0;1.0;1.0;1.0;119.256.591.796.875;2134;1.0;1.0;22;0;0;0
4;1;14;0.10144927352666855;0.10144927352666855;0.12358143925666809;0.12358143925666809;0.0459442138671875;1064;0.09570066630840302;0.09570066630840302;0;0;14;0
1;0;94;0.6811594367027283;0.6811594367027283;0.7319666147232056;0.7319666147232056;0.272125244140625;7144;0.6425616145133972;0.6425616145133972;0;0;94;0
5;11;30;0.21739129722118378;0.21739129722118378;0.14445197582244873;0.14445197582244873;0.05370330810546875;2910;0.26173773407936096;0.26173773407936096;30;0;0;0
9;11;30;0.5555555820465088;0.5555555820465088;0.6220538020133972;0.6220538020133972;0.08577728271484375;2910;0.6147021651268005;0.6147021651268005;30;0;0;0
5;2;8;0.14814814925193787;0.14814814925193787;0.1196746677160263;0.1196746677160263;0.01650238037109375;608;0.12843261659145355;0.12843261659145355;0;0;8;0
2;0;16;0.29629629850387573;0.29629629850387573;0.25827154517173767;0.25827154517173767;0.035614013671875;1216;0.2568652331829071;0.2568652331829071;0;0;16;0
7;6;18;0.4000000059604645;0.4000000059604645;0.3880799412727356;0.3880799412727356;0.07421875;1836;0.4121212065219879;0.4121212065219879;18;0;0;0
10;11;27;0.6000000238418579;0.6000000238418579;0.6119200587272644;0.6119200587272644;0.11702728271484375;2619;0.5878787636756897;0.5878787636756897;27;0;0;0
10;11;3;0.06521739065647125;0.06521739065647125;0.5750119686126709;0.5750119686126709;0.1920318603515625;291;0.08176454156637192;0.08176454156637192;3;0;0;0
5;2;20;0.43478259444236755;0.5652173757553101;0.19770178198814392;0.2573275864124298;0.0660247802734375;1520;0.4270862638950348;0.555212140083313;0;0;20;0
2;0;17;0.3695652186870575;0.3695652186870575;0.1676604300737381;0.1676604300737381;0.05599212646484375;1292;0.3630233108997345;0.3630233108997345;0;0;17;0
3;2;6;0.1304347813129425;0.5652173757553101;0.05962579697370529;0.2573275864124298;0.0199127197265625;456;0.1281258761882782;0.555212140083313;0;0;6;0
3;2;2;0.036363635212183;0.036363635212183;0.034009598195552826;0.034009598195552826;0.00616455078125;152;0.036363635212183;0.036363635212183;0;0;2;0
2;0;17;0.30909091234207153;0.30909091234207153;0.30861184000968933;0.30861184000968933;0.055938720703125;1292;0.30909091234207153;0.30909091234207153;0;0;17;0
8;4;36;0.6545454263687134;0.6545454263687134;0.6573785543441772;0.6573785543441772;0.1191558837890625;2736;0.6545454263687134;0.6545454263687134;0;0;36;0
9;10;14;0.22580644488334656;0.22580644488334656;0.22574250400066376;0.22574250400066376;0.04604339599609375;1064;0.22580644488334656;0.22580644488334656;0;0;14;0
10;4;2;0.032258063554763794;0.032258063554763794;0.03014887496829033;0.03014887496829033;0.0061492919921875;152;0.032258063554763794;0.032258063554763794;0;0;2;0
4;1;23;0.3709677457809448;0.3709677457809448;0.37218523025512695;0.37218523025512695;0.0759124755859375;1748;0.3709677457809448;0.3709677457809448;0;0;23;0
1;0;23;0.3709677457809448;0.3709677457809448;0.37192338705062866;0.37192338705062866;0.07585906982421875;1748;0.3709677457809448;0.3709677457809448;0;0;23;0
4;11;30;1.0;1.0;1.0;1.0;24.831.390.380.859.300;2910;1.0;1.0;30;0;0;0
3;11;30;1.0;1.0;1.0;1.0;14.580.535.888.671.800;2910;1.0;1.0;30;0;0;0
8;4;35;0.43209877610206604;0.43209877610206604;0.4327060282230377;0.4327060282230377;0.11577606201171875;2660;0.43209877610206604;0.43209877610206604;0;0;35;0
4;1;23;0.2839506268501282;0.2839506268501282;0.28363272547721863;0.28363272547721863;0.07588958740234375;1748;0.2839506268501282;0.2839506268501282;0;0;23;0
1;0;23;0.2839506268501282;0.2839506268501282;0.28366124629974365;0.28366124629974365;0.075897216796875;1748;0.2839506268501282;0.2839506268501282;0;0;23;0
10;4;8;1.0;1.0;1.0;1.0;0.026611328125;608;1.0;1.0;0;0;8;0
10;4;1;0.25;0.01666666753590107;0.2893977463245392;0.01358606293797493;0.002838134765625;76;0.3054427206516266;0.01543460600078106;0;0;1;0
4;1;23;0.38333332538604736;0.38333332538604736;0.36328110098838806;0.36328110098838806;0.07588958740234375;1748;0.3549959361553192;0.3549959361553192;0;0;23;0
1;0;22;0.36666667461395264;0.36666667461395264;0.34732112288475037;0.34732112288475037;0.0725555419921875;1672;0.3395613431930542;0.3395613431930542;0;0;22;0
10;9;14;0.25;0.23333333432674408;0.2893977463245392;0.27581170201301575;0.0576171875;1428;0.3054427206516266;0.2900081276893616;14;0;0;0
6;10;29;1.0;1.0;1.0;1.0;0.119873046875;2958;1.0;1.0;29;0;0;0
6;11;30;0.5;1.0;0.3293505609035492;1.0;0.64520263671875;2910;0.5;1.0;30;0;0;0
8;11;30;0.5;1.0;0.6706494688987732;1.0;1.313.812.255.859.370;2910;0.5;1.0;30;0;0;0
9;8;27;1.0;1.0;1.0;1.0;0.111602783203125;2754;1.0;1.0;27;0;0;0
9;10;26;0.3561643958091736;0.3561643958091736;0.35688015818595886;0.35688015818595886;0.08587646484375;1976;0.3561643958091736;0.3561643958091736;0;0;26;0
10;4;2;0.027397260069847107;0.027397260069847107;0.025618262588977814;0.025618262588977814;0.00616455078125;152;0.027397260069847107;0.027397260069847107;0;0;2;0
4;1;23;0.31506848335266113;0.31506848335266113;0.31578946113586426;0.31578946113586426;0.07598876953125;1748;0.31506848335266113;0.31506848335266113;0;0;23;0
1;0;22;0.30136987566947937;0.30136987566947937;0.30171212553977966;0.30171212553977966;0.072601318359375;1672;0.30136987566947937;0.30136987566947937;0;0;22;0
6;10;12;0.4285714328289032;0.4285714328289032;0.42796608805656433;0.42796608805656433;0.04931640625;1224;0.4285714328289032;0.4285714328289032;12;0;0;0
8;9;16;0.5714285969734192;0.5714285969734192;0.5720338821411133;0.5720338821411133;0.06591796875;1632;0.5714285969734192;0.5714285969734192;16;0;0;0
6;10;16;1.0;1.0;1.0;1.0;0.06591796875;1632;1.0;1.0;16;0;0;0
6;10;3;1.0;1.0;1.0;1.0;0.011962890625;306;1.0;1.0;3;0;0;0
6;5;11;1.0;1.0;1.0;1.0;0.0360565185546875;836;1.0;1.0;0;0;11;0
6;10;21;0.30882352590560913;0.30882352590560913;0.30938586592674255;0.30938586592674255;0.0692596435546875;1596;0.30882352590560913;0.30882352590560913;0;0;21;0
10;4;2;0.029411764815449715;0.029411764815449715;0.02753731794655323;0.02753731794655323;0.00616455078125;152;0.029411764815449715;0.029411764815449715;0;0;2;0
4;1;23;0.3382352888584137;0.3382352888584137;0.3388998806476593;0.3388998806476593;0.07586669921875;1748;0.3382352888584137;0.3382352888584137;0;0;23;0
1;0;22;0.3235294222831726;0.3235294222831726;0.32417693734169006;0.32417693734169006;0.07257080078125;1672;0.3235294222831726;0.3235294222831726;0;0;22;0
6;11;30;1.0;1.0;1.0;1.0;19.632.720.947.265.600;2910;1.0;1.0;30;0;0;0
9;11;30;0.5555555820465088;0.5555555820465088;0.6207181215286255;0.6207181215286255;0.1260833740234375;2910;0.543113112449646;0.543113112449646;30;0;0;0
2;5;24;0.4444444477558136;0.4444444477558136;0.3792818486690521;0.3792818486690521;0.0770416259765625;2448;0.456886887550354;0.456886887550354;24;0;0;0
6;11;30;1.0;1.0;1.0;1.0;119.609.375;2910;1.0;1.0;30;0;0;0
6;11;30;1.0;1.0;1.0;1.0;35.663.604.736.328.100;2910;1.0;1.0;30;0;0;0
10;11;30;1.0;1.0;1.0;1.0;53.290.557.861.328.100;2910;1.0;1.0;30;0;0;0
6;10;33;0.40740740299224854;0.40740740299224854;0.40855854749679565;0.40855854749679565;0.1091156005859375;2508;0.40740740299224854;0.40740740299224854;0;0;33;0
10;4;2;0.02469135820865631;0.02469135820865631;0.023081757128238678;0.023081757128238678;0.00616455078125;152;0.02469135820865631;0.02469135820865631;0;0;2;0
4;1;24;0.29629629850387573;0.29629629850387573;0.29663485288619995;0.29663485288619995;0.0792236328125;1824;0.29629629850387573;0.29629629850387573;0;0;24;0
1;0;22;0.2716049253940582;0.2716049253940582;0.2717248499393463;0.2717248499393463;0.07257080078125;1672;0.2716049253940582;0.2716049253940582;0;0;22;0
4;8;7;1.0;1.0;1.0;1.0;0.028594970703125;714;1.0;1.0;7;0;0;0
7;6;12;1.0;1.0;1.0;1.0;0.049346923828125;1224;1.0;1.0;12;0;0;0
10;9;31;0.5081967115402222;0.5081967115402222;0.05532800406217575;0.05532800406217575;0.128204345703125;3162;0.5207509994506836;0.5207509994506836;31;0;0;0
6;11;30;0.49180328845977783;0.49180328845977783;0.9446719884872437;0.9446719884872437;218.896.484.375;2910;0.4792490005493164;0.4792490005493164;30;0;0;0
2;11;30;1.0;1.0;1.0;1.0;34.077.301.025.390.600;2910;1.0;1.0;30;0;0;0
1;4;14;1.0;1.0;1.0;1.0;0.0576171875;1428;1.0;1.0;14;0;0;0
7;6;29;1.0;1.0;1.0;1.0;0.119384765625;2958;1.0;1.0;29;0;0;0
7;5;20;0.5128205418586731;0.5128205418586731;0.5147548913955688;0.5147548913955688;0.066009521484375;1520;0.5128205418586731;0.5128205418586731;0;0;20;0
5;2;3;0.07692307978868484;0.07692307978868484;0.0740123763680458;0.0740123763680458;0.009490966796875;228;0.07692307978868484;0.07692307978868484;0;0;3;0
2;0;16;0.41025641560554504;0.41025641560554504;0.41123273968696594;0.41123273968696594;0.052734375;1216;0.41025641560554504;0.41025641560554504;0;0;16;0
7;11;30;1.0;1.0;1.0;1.0;127.130.126.953.125;2910;1.0;1.0;30;0;0;0
5;11;30;1.0;1.0;1.0;1.0;0.7020111083984375;2910;1.0;1.0;30;0;0;0
7;6;10;0.10752688348293304;0.10752688348293304;0.09808940440416336;0.09808940440416336;0.032745361328125;760;0.09954158216714859;0.09954158216714859;0;0;10;0
6;10;9;0.09677419066429138;0.09677419066429138;0.08798792958259583;0.08798792958259583;0.0293731689453125;684;0.08958742767572403;0.08958742767572403;0;0;9;0
10;4;2;0.02150537632405758;0.02150537632405758;0.01846603862941265;0.01846603862941265;0.00616455078125;152;0.019908316433429718;0.019908316433429718;0;0;2;0
4;1;23;0.24731183052062988;0.24731183052062988;0.22753450274467468;0.22753450274467468;0.075958251953125;1748;0.22894564270973206;0.22894564270973206;0;0;23;0
1;0;22;0.5268816947937012;0.23655913770198822;0.5679221153259277;0.21729591488838196;0.072540283203125;1672;0.562017023563385;0.2189914882183075;0;0;22;0
1;11;27;0.5268816947937012;0.29032257199287415;0.5679221153259277;0.3506262004375458;0.1170501708984375;2619;0.562017023563385;0.3430255353450775;27;0;0;0
1;11;3;1.0;1.0;1.0;1.0;54.489.593.505.859.300;291;1.0;1.0;3;0;0;0
7;11;30;1.0;1.0;1.0;1.0;50.171.966.552.734.300;2910;1.0;1.0;30;0;0;0
8;11;30;1.0;1.0;1.0;1.0;111.624.755.859.375;2910;1.0;1.0;30;0;0;0
7;11;30;1.0;1.0;1.0;1.0;1.900.787.353.515.620;2910;1.0;1.0;30;0;0;0
4;11;30;1.0;1.0;1.0;1.0;539.825.439.453.125;2910;1.0;1.0;30;0;0;0
5;10;8;1.0;1.0;1.0;1.0;0.032745361328125;816;1.0;1.0;8;0;0;0
9;11;30;1.0;1.0;1.0;1.0;16.355.743.408.203.100;2910;1.0;1.0;30;0;0;0
3;11;25;1.0;1.0;1.0;1.0;0.1083221435546875;2425;1.0;1.0;25;0;0;0
3;11;5;1.0;1.0;1.0;1.0;2.212.738.037.109.370;485;1.0;1.0;5;0;0;0
0;11;30;1.0;1.0;1.0;1.0;2.485.809.326.171.870;2910;1.0;1.0;30;0;0;0
3;5;3;1.0;1.0;1.0;1.0;0.011962890625;306;1.0;1.0;3;0;0;0
2;0;29;1.0;1.0;1.0;1.0;0.095794677734375;2204;1.0;1.0;0;0;29;0
1;0;8;1.0;1.0;1.0;1.0;0.026092529296875;608;1.0;1.0;0;0;8;0
6;11;30;1.0;1.0;1.0;1.0;8.812.347.412.109.370;2910;1.0;1.0;30;0;0;0
5;2;8;0.3333333432674408;0.3333333432674408;0.33139535784721375;0.33139535784721375;0.026092529296875;608;0.3333333432674408;0.3333333432674408;0;0;8;0
2;0;16;0.6666666865348816;0.6666666865348816;0.6686046719551086;0.6686046719551086;0.052642822265625;1216;0.6666666865348816;0.6666666865348816;0;0;16;0
10;11;30;0.5;1.0;0.22380007803440094;1.0;0.210174560546875;2910;0.5;1.0;30;0;0;0
7;11;30;0.5;1.0;0.7761999368667603;1.0;0.72894287109375;2910;0.5;1.0;30;0;0;0
2;5;22;1.0;1.0;1.0;1.0;0.0908203125;2244;1.0;1.0;22;0;0;0
5;2;35;0.6730769276618958;0.6730769276618958;0.6739555597305298;0.6739555597305298;0.115692138671875;2660;0.6730769276618958;0.6730769276618958;0;0;35;0
2;0;17;0.32692307233810425;0.32692307233810425;0.3260444402694702;0.3260444402694702;0.05596923828125;1292;0.32692307233810425;0.32692307233810425;0;0;17;0
9;8;8;1.0;1.0;1.0;1.0;0.03271484375;816;1.0;1.0;8;0;0;0
8;4;30;1.0;1.0;1.0;1.0;0.124053955078125;3060;1.0;1.0;30;0;0;0
7;5;18;1.0;1.0;1.0;1.0;0.07421875;1836;1.0;1.0;18;0;0;0
7;11;30;1.0;1.0;1.0;1.0;11.116.241.455.078.100;2910;1.0;1.0;30;0;0;0
4;10;3;1.0;1.0;1.0;1.0;0.011962890625;306;1.0;1.0;3;0;0;0
3;5;28;1.0;1.0;1.0;1.0;0.11572265625;2856;1.0;1.0;28;0;0;0
6;7;20;1.0;1.0;1.0;1.0;0.08251953125;2040;1.0;1.0;20;0;0;0
2;5;11;1.0;1.0;1.0;1.0;0.045166015625;1122;1.0;1.0;11;0;0;0
9;10;8;1.0;1.0;1.0;1.0;0.032745361328125;816;1.0;1.0;8;0;0;0
1;4;30;1.0;1.0;1.0;1.0;0.1240234375;3060;1.0;1.0;30;0;0;0
4;1;32;0.581818163394928;0.581818163394928;0.582450807094574;0.582450807094574;0.105743408203125;2432;0.581818163394928;0.581818163394928;0;0;32;0
1;0;23;0.41818180680274963;0.41818180680274963;0.41754916310310364;0.41754916310310364;0.0758056640625;1748;0.41818180680274963;0.41818180680274963;0;0;23;0
5;3;17;1.0;1.0;1.0;1.0;0.070068359375;1734;1.0;1.0;17;0;0;0
10;6;25;1.0;1.0;1.0;1.0;0.103271484375;2550;1.0;1.0;25;0;0;0
6;11;30;1.0;1.0;1.0;1.0;1.795.623.779.296.870;2910;1.0;1.0;30;0;0;0
7;6;20;1.0;1.0;1.0;1.0;0.083038330078125;2040;1.0;1.0;20;0;0;0
7;6;5;1.0;1.0;1.0;1.0;0.020263671875;510;1.0;1.0;5;0;0;0
8;9;20;1.0;1.0;1.0;1.0;0.08251953125;2040;1.0;1.0;20;0;0;0
2;11;30;1.0;1.0;1.0;1.0;5.663.543.701.171.870;2910;1.0;1.0;30;0;0;0
3;2;27;0.6136363744735718;0.6136363744735718;0.6151260733604431;0.6151260733604431;0.08935546875;2052;0.6136363744735718;0.6136363744735718;0;0;27;0
2;0;17;0.3863636255264282;0.3863636255264282;0.3848739564418793;0.3848739564418793;0.055908203125;1292;0.3863636255264282;0.3863636255264282;0;0;17;0
2;5;18;1.0;1.0;1.0;1.0;0.07421875;1836;1.0;1.0;18;0;0;0
6;7;21;1.0;1.0;1.0;1.0;0.086669921875;2142;1.0;1.0;21;0;0;0
5;11;30;0.20134228467941284;0.20134228467941284;0.31707704067230225;0.31707704067230225;0.182342529296875;2910;0.2434331625699997;0.2434331625699997;30;0;0;0
7;6;30;0.20134228467941284;0.20134228467941284;0.17246869206428528;0.17246869206428528;0.09918212890625;2280;0.19073113799095154;0.19073113799095154;0;0;30;0
6;10;7;0.0469798669219017;0.0469798669219017;0.03964126482605934;0.03964126482605934;0.022796630859375;532;0.04450393095612526;0.04450393095612526;0;0;7;0
10;4;39;0.26174497604370117;0.26174497604370117;0.22431543469429016;0.22431543469429016;0.128997802734375;2964;0.247950479388237;0.247950479388237;0;0;39;0
4;1;22;0.14765100181102753;0.14765100181102753;0.12614095211029053;0.12614095211029053;0.072540283203125;1672;0.13986949622631073;0.13986949622631073;0;0;22;0
1;0;21;0.1409395933151245;0.1409395933151245;0.12035661190748215;0.12035661190748215;0.0692138671875;1596;0.13351179659366608;0.13351179659366608;0;0;21;0
7;5;13;0.6491228342056274;0.22807016968727112;0.6915887594223022;0.2014378160238266;0.042755126953125;988;0.6856906414031982;0.20430107414722443;0;0;13;0
5;2;3;0.05263157933950424;0.05263157933950424;0.04457224905490875;0.04457224905490875;0.00946044921875;228;0.047146402299404144;0.047146402299404144;0;0;3;0
2;0;17;0.2982456088066101;0.2982456088066101;0.2638389766216278;0.2638389766216278;0.055999755859375;1292;0.267162948846817;0.267162948846817;0;0;17;0
7;11;24;0.6491228342056274;0.42105263471603394;0.6915887594223022;0.49015095829963684;0.104034423828125;2328;0.6856906414031982;0.481389582157135;24;0;0;0
7;11;6;1.0;1.0;1.0;1.0;561.474.609.375;582;1.0;1.0;6;0;0;0
7;11;30;1.0;1.0;1.0;1.0;568.408.203.125;2910;1.0;1.0;30;0;0;0
3;5;9;1.0;1.0;1.0;1.0;0.036865234375;918;1.0;1.0;9;0;0;0
9;8;21;1.0;1.0;1.0;1.0;0.086669921875;2142;1.0;1.0;21;0;0;0
7;11;30;1.0;1.0;1.0;1.0;16.991.180.419.921.800;2910;1.0;1.0;30;0;0;0
4;10;22;1.0;1.0;1.0;1.0;0.09088134765625;2244;1.0;1.0;22;0;0;0
10;4;14;0.23333333432674408;0.23333333432674408;0.23244327306747437;0.23244327306747437;0.04595947265625;1064;0.23333333432674408;0.23333333432674408;0;0;14;0
4;1;24;0.4000000059604645;0.4000000059604645;0.400524765253067;0.400524765253067;0.079193115234375;1824;0.4000000059604645;0.4000000059604645;0;0;24;0
1;0;22;0.36666667461395264;0.36666667461395264;0.3670319616794586;0.3670319616794586;0.07257080078125;1672;0.36666667461395264;0.36666667461395264;0;0;22;0
8;11;30;0.5;1.0;0.04160574451088905;1.0;0.39337158203125;2910;0.5;1.0;30;0;0;0
1;11;30;0.5;1.0;0.9583942294120789;1.0;9.061.370.849.609.370;2910;0.5;1.0;30;0;0;0
7;6;22;1.0;1.0;1.0;1.0;0.091339111328125;2244;1.0;1.0;22;0;0;0
7;6;6;1.0;1.0;1.0;1.0;0.0244140625;612;1.0;1.0;6;0;0;0
10;5;9;1.0;1.0;1.0;1.0;0.036865234375;918;1.0;1.0;9;0;0;0
10;4;7;1.0;1.0;1.0;1.0;0.02276611328125;532;1.0;1.0;0;0;7;0
1;0;27;0.3913043439388275;0.3913043439388275;0.39177054166793823;0.39177054166793823;0.089202880859375;2052;0.3913043439388275;0.3913043439388275;0;0;27;0
4;1;28;0.4057970941066742;0.4057970941066742;0.4059777557849884;0.4059777557849884;0.092437744140625;2128;0.4057970941066742;0.4057970941066742;0;0;28;0
6;10;14;0.2028985470533371;0.2028985470533371;0.20225170254707336;0.20225170254707336;0.046051025390625;1064;0.2028985470533371;0.2028985470533371;0;0;14;0
7;11;30;1.0;1.0;1.0;1.0;2.260.528.564.453.120;2910;1.0;1.0;30;0;0;0
0;11;30;1.0;1.0;1.0;1.0;0.763702392578125;2910;1.0;1.0;30;0;0;0
6;7;10;1.0;1.0;1.0;1.0;0.041046142578125;1020;1.0;1.0;10;0;0;0
1;0;34;0.8292682766914368;1.0;0.82879638671875;1.0;0.1124267578125;2584;0.8292682766914368;1.0;0;0;34;0
2;0;7;0.17073170840740204;1.0;0.1712035983800888;1.0;0.023223876953125;532;0.17073170840740204;1.0;0;0;7;0
2;0;29;1.0;1.0;1.0;1.0;0.095855712890625;2204;1.0;1.0;0;0;29;0
3;11;30;1.0;1.0;1.0;1.0;51.934.814.453.125;2910;1.0;1.0;30;0;0;0
9;11;30;1.0;1.0;1.0;1.0;47.061.767.578.125;2910;1.0;1.0;30;0;0;0
4;11;30;1.0;1.0;1.0;1.0;2.410.888.671.875;2910;1.0;1.0;30;0;0;0
8;4;1;0.02083333395421505;0.02083333395421505;0.01814671792089939;0.01814671792089939;0.00286865234375;76;0.02083333395421505;0.02083333395421505;0;0;1;0
4;1;24;0.5;0.5;0.5019304752349854;0.5019304752349854;0.079345703125;1824;0.5;0.5;0;0;24;0
1;0;23;0.4791666567325592;0.4791666567325592;0.4799227714538574;0.4799227714538574;0.07586669921875;1748;0.4791666567325592;0.4791666567325592;0;0;23;0
1;4;28;0.9333333373069763;0.9333333373069763;0.9368213415145874;0.9368213415145874;0.1158447265625;2856;0.9333333373069763;0.9333333373069763;28;0;0;0
5;7;2;0.06666667014360428;0.06666667014360428;0.06317868083715439;0.06317868083715439;0.0078125;204;0.06666667014360428;0.06666667014360428;2;0;0;0
4;1;5;0.18518517911434174;0.18518517911434174;0.18169304728507996;0.18169304728507996;0.01611328125;380;0.18518517911434174;0.18518517911434174;0;0;5;0
1;0;22;0.8148148059844971;0.8148148059844971;0.8183069229125977;0.8183069229125977;0.07257080078125;1672;0.8148148059844971;0.8148148059844971;0;0;22;0
7;11;30;1.0;1.0;1.0;1.0;9.789.794.921.875;2910;1.0;1.0;30;0;0;0
10;11;30;1.0;1.0;1.0;1.0;0.88409423828125;2910;1.0;1.0;30;0;0;0
2;3;27;1.0;1.0;1.0;1.0;0.11163330078125;2754;1.0;1.0;27;0;0;0
6;10;24;0.18045112490653992;0.548872172832489;0.20383165776729584;0.5860552787780762;0.0792236328125;1824;0.16025303304195404;0.5993674397468567;0;0;24;0
10;4;2;0.015037594363093376;0.015037594363093376;0.01601758785545826;0.01601758785545826;0.0062255859375;152;0.01335441879928112;0.01335441879928112;0;0;2;0
4;1;23;0.17293232679367065;0.17293232679367065;0.19503769278526306;0.19503769278526306;0.0758056640625;1748;0.1535758227109909;0.1535758227109909;0;0;23;0
1;0;35;0.2631579041481018;0.2631579041481018;0.20288944244384766;0.20288944244384766;0.078857421875;2660;0.23370233178138733;0.23370233178138733;0;0;35;0
9;10;49;0.3684210479259491;0.548872172832489;0.38222360610961914;0.5860552787780762;0.1485595703125;4998;0.43911439180374146;0.5993674397468567;49;0;0;0
9;10;19;0.6551724076271057;0.6551724076271057;0.7229102253913879;0.7229102253913879;0.08551025390625;1938;0.7183098793029785;0.7183098793029785;19;0;0;0
1;0;10;0.3448275923728943;0.3448275923728943;0.27708977460861206;0.27708977460861206;0.03277587890625;760;0.28169015049934387;0.28169015049934387;0;0;10;0
9;10;16;0.25;0.25;0.24963799118995667;0.24963799118995667;0.0526123046875;1216;0.25;0.25;0;0;16;0
10;4;2;0.03125;0.03125;0.029249927029013634;0.029249927029013634;0.00616455078125;152;0.03125;0.03125;0;0;2;0
4;1;24;0.375;0.375;0.37619462609291077;0.37619462609291077;0.07928466796875;1824;0.375;0.375;0;0;24;0
1;0;22;0.34375;0.34375;0.3449174761772156;0.3449174761772156;0.07269287109375;1672;0.34375;0.34375;0;0;22;0
3;2;34;0.6666666865348816;0.6666666865348816;0.6677548289299011;0.6677548289299011;0.11236572265625;2584;0.6666666865348816;0.6666666865348816;0;0;34;0
2;0;17;0.3333333432674408;0.3333333432674408;0.33224520087242126;0.33224520087242126;0.055908203125;1292;0.3333333432674408;0.3333333432674408;0;0;17;0
7;5;30;1.0;1.0;1.0;1.0;0.1240234375;3060;1.0;1.0;30;0;0;0
8;9;30;1.0;1.0;1.0;1.0;0.1240234375;3060;1.0;1.0;30;0;0;0
